,Gender,Age,CategorizedAge,Geography,Balance,EstimatedSalary,CreditScore,CategorizedCreditScore,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
5808,Male,60,Near-Retirement Adults,France,116563.58,120257.7,684,Good,1,Yes,2,No,Yes
5809,Male,32,Early Career Adults,France,0.0,180622.02,850,Exceptional,1,Yes,4,Yes,No
5810,Female,42,Mid-Career Adults,Spain,0.0,130404.53,495,Poor,2,No,7,No,No
5811,Female,38,Mid-Career Adults,Spain,141786.78,147797.54,537,Poor,1,No,6,Yes,No
5812,Male,41,Mid-Career Adults,France,136416.82,57844.26,850,Exceptional,1,No,3,Yes,No
5813,Male,30,Early Career Adults,France,0.0,162523.66,513,Poor,2,Yes,5,No,No
5814,Female,40,Mid-Career Adults,Germany,133245.52,54495.82,618,Fair,2,Yes,1,Yes,No
5815,Female,41,Mid-Career Adults,Germany,90757.64,169183.66,802,Exceptional,2,No,4,Yes,No
5816,Male,43,Mid-Career Adults,France,92350.36,80262.91,547,Poor,1,No,1,Yes,No
5817,Male,69,Retired Adults,Germany,78778.49,8751.59,613,Fair,1,No,9,Yes,No
5818,Female,34,Early Career Adults,Germany,102143.93,102628.98,592,Fair,2,Yes,6,Yes,No
5819,Male,29,Early Career Adults,France,0.0,94823.95,546,Poor,1,Yes,5,Yes,No
5820,Male,37,Mid-Career Adults,Germany,98459.6,90821.66,721,Good,1,No,4,No,No
5821,Female,47,Late Career Adults,Germany,114603.76,153194.32,671,Good,2,Yes,7,No,Yes
5822,Male,35,Mid-Career Adults,Spain,0.0,87310.59,624,Fair,2,Yes,2,No,No
5823,Female,51,Late Career Adults,Germany,148074.79,146411.41,751,Very Good,1,Yes,7,No,Yes
5824,Male,36,Mid-Career Adults,Spain,0.0,74048.1,636,Fair,3,Yes,1,Yes,Yes
5825,Female,62,Near-Retirement Adults,Spain,108004.64,23386.77,607,Fair,1,Yes,8,Yes,Yes
5826,Female,29,Early Career Adults,Germany,107712.57,92898.17,509,Poor,2,Yes,0,Yes,No
5827,Male,35,Mid-Career Adults,Spain,0.0,45956.05,653,Fair,2,Yes,9,Yes,No
5828,Female,37,Mid-Career Adults,Spain,0.0,71738.56,709,Good,3,Yes,8,No,No
5829,Male,32,Early Career Adults,France,145303.52,103560.98,559,Poor,1,Yes,9,No,No
5830,Male,37,Mid-Career Adults,Germany,138476.41,52367.29,684,Good,2,Yes,4,Yes,No
5831,Female,27,Early Career Adults,France,127471.56,152916.05,635,Fair,1,Yes,8,Yes,Yes
5832,Male,26,Early Career Adults,France,156551.63,4410.77,709,Good,1,No,6,Yes,No
5833,Female,49,Late Career Adults,Germany,97092.87,74771.22,656,Fair,1,Yes,9,No,Yes
5834,Male,32,Early Career Adults,France,0.0,193817.63,793,Very Good,2,Yes,2,No,Yes
5835,Male,37,Mid-Career Adults,Spain,129312.79,26793.82,609,Fair,1,Yes,5,Yes,No
5836,Female,29,Early Career Adults,Germany,100315.1,32526.64,618,Fair,2,Yes,10,Yes,No
5837,Female,35,Mid-Career Adults,France,81684.97,824.0,850,Exceptional,1,Yes,6,No,No
5838,Male,51,Late Career Adults,Spain,88827.53,85250.77,669,Fair,1,No,3,No,Yes
5839,Male,40,Mid-Career Adults,Germany,152092.44,83508.93,594,Fair,2,Yes,0,Yes,No
5840,Male,71,Retired Adults,Spain,0.0,173599.38,616,Fair,2,Yes,4,Yes,No
5841,Female,49,Late Career Adults,France,0.0,79342.31,676,Good,1,Yes,1,No,Yes
5842,Female,38,Mid-Career Adults,Spain,102406.76,57600.66,608,Fair,1,No,9,Yes,No
5843,Male,21,Young Adults,France,109130.96,56191.99,710,Good,2,Yes,4,Yes,No
5844,Male,29,Early Career Adults,France,0.0,6770.44,695,Good,2,Yes,5,Yes,No
5845,Male,33,Early Career Adults,Germany,75242.28,101694.67,530,Poor,1,No,9,Yes,No
5846,Male,29,Early Career Adults,Spain,0.0,69113.14,509,Poor,2,Yes,1,No,No
5847,Female,45,Late Career Adults,France,0.0,172674.36,517,Poor,1,No,4,No,Yes
5848,Male,33,Early Career Adults,Germany,129142.54,26606.28,758,Very Good,2,Yes,0,Yes,No
5849,Male,51,Late Career Adults,France,0.0,53353.36,665,Fair,1,No,2,No,No
5850,Female,22,Young Adults,Germany,139129.92,63747.51,631,Fair,1,Yes,6,Yes,No
5851,Male,33,Early Career Adults,Spain,0.0,190112.05,576,Poor,2,No,3,Yes,No
5852,Male,22,Young Adults,Spain,66483.32,110317.39,544,Poor,1,No,3,Yes,No
5853,Male,40,Mid-Career Adults,Germany,62389.03,148623.43,596,Fair,3,Yes,5,No,Yes
5854,Female,34,Early Career Adults,France,0.0,125253.46,481,Poor,2,Yes,5,Yes,No
5855,Male,46,Late Career Adults,France,91857.66,101954.78,498,Poor,1,Yes,1,No,Yes
5856,Male,31,Early Career Adults,Spain,0.0,168462.26,512,Poor,2,Yes,6,No,No
5857,Female,56,Near-Retirement Adults,France,0.0,26215.85,594,Fair,1,Yes,7,No,Yes
5858,Female,30,Early Career Adults,France,176173.52,97045.32,570,Poor,1,Yes,10,No,Yes
5859,Male,38,Mid-Career Adults,Spain,0.0,53534.8,721,Good,1,No,7,Yes,No
5860,Female,37,Mid-Career Adults,France,131834.76,8949.2,453,Poor,2,Yes,4,No,No
5861,Male,48,Late Career Adults,France,92347.96,163116.75,562,Poor,1,Yes,3,Yes,No
5862,Male,40,Mid-Career Adults,France,0.0,140745.91,682,Good,2,Yes,4,Yes,No
5863,Male,40,Mid-Career Adults,France,95297.11,171515.84,748,Very Good,1,No,3,No,No
5864,Female,32,Early Career Adults,France,0.0,150803.44,729,Good,2,No,9,No,No
5865,Male,39,Mid-Career Adults,France,0.0,76884.05,663,Fair,1,Yes,4,No,No
5866,Female,53,Late Career Adults,France,123845.36,170454.93,735,Good,2,No,8,Yes,Yes
5867,Male,62,Near-Retirement Adults,Germany,143426.34,143104.3,627,Fair,2,Yes,3,Yes,No
5868,Male,46,Late Career Adults,France,0.0,55701.62,713,Good,1,Yes,5,Yes,No
5869,Male,31,Early Career Adults,Germany,112708.2,186370.3,562,Poor,1,No,2,Yes,No
5870,Male,43,Mid-Career Adults,France,100013.51,24275.32,632,Fair,1,Yes,2,No,No
5871,Female,33,Early Career Adults,France,208165.53,50774.81,479,Poor,1,No,2,No,Yes
5872,Male,21,Young Adults,Spain,0.0,154279.87,658,Fair,2,No,7,Yes,No
5873,Female,40,Mid-Career Adults,France,0.0,68462.59,598,Fair,1,Yes,9,No,Yes
5874,Male,19,Young Adults,France,0.0,91036.74,597,Fair,2,Yes,2,Yes,No
5875,Female,33,Early Career Adults,France,121685.31,83681.97,512,Poor,2,Yes,6,Yes,No
5876,Male,39,Mid-Career Adults,France,111525.02,199484.96,704,Good,1,Yes,2,No,No
5877,Male,26,Early Career Adults,France,0.0,152491.22,474,Poor,2,No,6,No,No
5878,Male,36,Mid-Career Adults,Germany,113546.3,134875.37,604,Fair,1,Yes,10,Yes,No
5879,Male,41,Mid-Career Adults,France,95696.52,184366.14,683,Good,2,Yes,6,Yes,No
5880,Male,28,Early Career Adults,France,88963.31,189839.93,537,Poor,2,Yes,0,Yes,No
5881,Male,31,Early Career Adults,Spain,144880.34,175643.44,794,Very Good,2,No,0,Yes,No
5882,Male,55,Near-Retirement Adults,France,136576.02,3268.17,732,Good,1,No,9,Yes,Yes
5883,Female,38,Mid-Career Adults,France,63093.01,47089.72,495,Poor,1,Yes,2,Yes,No
5884,Male,38,Mid-Career Adults,Germany,132271.12,46562.02,552,Poor,2,Yes,10,Yes,No
5885,Female,29,Early Career Adults,France,88814.4,62487.97,602,Fair,2,Yes,3,Yes,No
5886,Male,40,Mid-Career Adults,Germany,90594.55,181598.25,607,Fair,1,No,5,Yes,No
5887,Female,33,Early Career Adults,Germany,141816.25,64815.05,675,Good,1,Yes,0,No,Yes
5888,Female,54,Late Career Adults,France,138547.97,70196.23,443,Poor,1,Yes,3,Yes,Yes
5889,Female,31,Early Career Adults,France,52192.08,160383.47,727,Good,2,No,2,Yes,No
5890,Male,38,Mid-Career Adults,France,124976.19,35848.12,482,Poor,1,Yes,4,No,No
5891,Female,34,Early Career Adults,France,0.0,87278.48,686,Good,2,Yes,1,No,No
5892,Male,35,Mid-Career Adults,Germany,104356.38,94498.82,588,Fair,1,Yes,3,No,No
5893,Female,48,Late Career Adults,Spain,150315.92,133486.36,605,Fair,1,No,10,Yes,No
5894,Male,39,Mid-Career Adults,France,129299.28,73107.6,583,Fair,2,Yes,1,No,No
5895,Male,37,Mid-Career Adults,Germany,140950.92,195333.98,738,Good,2,Yes,7,No,No
5896,Male,30,Early Career Adults,Spain,128065.12,121525.48,744,Very Good,1,Yes,1,No,No
5897,Male,23,Young Adults,France,107433.48,173843.21,781,Very Good,1,Yes,2,No,No
5898,Male,34,Early Career Adults,France,117468.67,185227.42,699,Good,1,Yes,2,No,No
5899,Female,27,Early Career Adults,France,0.0,125244.18,639,Fair,2,No,2,No,No
5900,Female,27,Early Career Adults,France,0.0,163113.41,583,Fair,3,Yes,4,No,No
5901,Male,42,Mid-Career Adults,France,0.0,123006.91,587,Fair,1,No,1,No,No
5902,Male,40,Mid-Career Adults,France,0.0,40463.03,694,Good,2,Yes,9,No,No
5903,Female,29,Early Career Adults,France,153040.03,131363.57,570,Poor,1,Yes,4,Yes,Yes
5904,Male,45,Late Career Adults,Germany,142084.04,188305.85,692,Good,4,Yes,6,No,Yes
5905,Female,30,Early Career Adults,France,0.0,143994.86,511,Poor,2,Yes,5,No,No
5906,Male,32,Early Career Adults,France,112079.58,89368.59,788,Very Good,1,No,4,No,No
5907,Male,66,Retired Adults,Spain,132044.6,158365.89,526,Poor,2,Yes,7,Yes,No
5908,Female,46,Late Career Adults,Spain,66582.81,78753.12,749,Very Good,1,Yes,9,No,Yes
5909,Female,33,Early Career Adults,France,0.0,100408.31,691,Good,2,Yes,6,Yes,No
5910,Female,39,Mid-Career Adults,France,0.0,24677.54,481,Poor,1,Yes,6,Yes,No
5911,Male,33,Early Career Adults,France,0.0,39570.78,752,Very Good,2,Yes,4,Yes,No
5912,Female,38,Mid-Career Adults,France,102895.1,155665.76,658,Fair,1,No,6,No,No
5913,Male,42,Mid-Career Adults,Spain,0.0,168294.27,679,Good,1,Yes,2,Yes,No
5914,Male,27,Early Career Adults,Germany,117578.35,87908.01,754,Very Good,2,No,7,Yes,No
5915,Male,47,Late Career Adults,France,198546.1,191198.92,679,Good,2,Yes,10,No,Yes
5916,Female,39,Mid-Career Adults,Spain,0.0,191207.03,633,Fair,2,No,2,No,No
5917,Female,31,Early Career Adults,France,0.0,128954.05,674,Good,1,Yes,1,No,No
5918,Male,28,Early Career Adults,Germany,116623.31,59905.29,600,Fair,1,No,2,Yes,No
5919,Male,49,Late Career Adults,Spain,0.0,162012.6,645,Fair,2,Yes,8,No,No
5920,Male,36,Mid-Career Adults,France,0.0,19231.98,698,Good,2,No,6,Yes,No
5921,Male,54,Late Career Adults,Spain,0.0,175749.36,508,Poor,1,Yes,10,Yes,No
5922,Female,44,Mid-Career Adults,France,105770.7,60533.96,555,Poor,3,Yes,3,No,Yes
5923,Female,48,Late Career Adults,France,0.0,137508.42,751,Very Good,1,Yes,9,No,Yes
5924,Female,39,Mid-Career Adults,France,94435.45,189430.86,738,Good,2,No,1,Yes,No
5925,Female,39,Mid-Career Adults,Germany,112889.91,6723.66,706,Good,1,No,8,Yes,No
5926,Female,53,Late Career Adults,France,0.0,41371.68,595,Fair,2,Yes,7,No,Yes
5927,Female,43,Mid-Career Adults,Germany,127940.47,125140.72,577,Poor,1,No,3,No,Yes
5928,Female,36,Mid-Career Adults,Germany,129745.1,143683.75,578,Poor,1,Yes,8,Yes,No
5929,Male,32,Early Career Adults,France,0.0,170770.44,699,Good,2,Yes,3,Yes,No
5930,Female,30,Early Career Adults,France,0.0,157397.57,826,Exceptional,2,No,5,Yes,No
5931,Female,46,Late Career Adults,Germany,141535.52,50595.15,656,Fair,1,Yes,7,No,Yes
5932,Female,47,Late Career Adults,France,139914.27,50390.98,556,Poor,1,Yes,2,Yes,No
5933,Male,41,Mid-Career Adults,France,120243.49,163150.03,569,Poor,1,Yes,4,No,Yes
5934,Male,34,Early Career Adults,France,91835.16,138280.17,765,Very Good,1,No,9,No,No
5935,Male,37,Mid-Career Adults,Spain,0.0,135067.02,544,Poor,2,No,2,No,No
5936,Female,22,Young Adults,Spain,67178.19,163534.75,588,Fair,1,Yes,9,Yes,Yes
5937,Female,31,Early Career Adults,Spain,0.0,86657.48,740,Very Good,2,No,8,No,No
5938,Male,38,Mid-Career Adults,Spain,115378.94,162087.82,850,Exceptional,1,No,7,Yes,No
5939,Male,30,Early Career Adults,Germany,127786.28,28879.3,766,Very Good,2,Yes,4,Yes,No
5940,Female,41,Mid-Career Adults,France,0.0,169203.51,849,Exceptional,2,Yes,6,Yes,Yes
5941,Female,33,Early Career Adults,France,64900.32,102426.12,612,Fair,2,Yes,0,No,No
5942,Male,53,Late Career Adults,Germany,109172.88,54676.1,517,Poor,1,Yes,0,No,Yes
5943,Female,55,Near-Retirement Adults,France,0.0,18369.33,645,Fair,2,Yes,7,Yes,No
5944,Male,43,Mid-Career Adults,Germany,114091.38,159888.1,696,Good,1,No,4,Yes,No
5945,Female,40,Mid-Career Adults,France,0.0,167636.15,716,Good,2,No,3,Yes,No
5946,Male,32,Early Career Adults,France,0.0,138889.15,590,Fair,2,Yes,9,No,No
5947,Female,45,Late Career Adults,France,145933.27,199392.14,656,Fair,1,Yes,7,Yes,No
5948,Female,35,Mid-Career Adults,Germany,131504.73,189560.43,473,Poor,1,Yes,7,No,No
5949,Female,44,Mid-Career Adults,Germany,107926.02,17375.27,742,Very Good,1,No,8,Yes,Yes
5950,Female,57,Near-Retirement Adults,Germany,112281.6,140225.14,834,Exceptional,3,Yes,8,No,Yes
5951,Male,41,Mid-Career Adults,France,0.0,61018.85,721,Good,2,No,7,Yes,No
5952,Male,29,Early Career Adults,Spain,0.0,51907.72,590,Fair,1,Yes,10,Yes,Yes
5953,Female,31,Early Career Adults,Spain,0.0,47018.75,516,Poor,1,Yes,7,No,No
5954,Male,33,Early Career Adults,France,124781.67,33700.52,850,Exceptional,1,No,0,Yes,No
5955,Female,39,Mid-Career Adults,France,132865.56,59636.43,748,Very Good,1,Yes,9,Yes,Yes
5956,Female,38,Mid-Career Adults,Germany,129055.13,157147.59,798,Very Good,1,Yes,4,No,No
5957,Male,76,Retired Adults,Germany,96166.88,191393.26,612,Fair,1,Yes,6,Yes,No
5958,Female,40,Mid-Career Adults,France,165298.12,199862.75,540,Poor,1,No,3,Yes,No
5959,Female,33,Early Career Adults,Spain,0.0,20016.59,719,Good,2,Yes,7,No,No
5960,Male,48,Late Career Adults,France,120682.53,30635.52,598,Fair,1,Yes,6,No,Yes
5961,Male,32,Early Career Adults,Spain,102773.15,117832.88,796,Very Good,2,No,5,Yes,No
5962,Male,42,Mid-Career Adults,Germany,144386.32,22497.1,579,Poor,1,Yes,0,Yes,Yes
5963,Female,40,Mid-Career Adults,Germany,104449.8,747.88,850,Exceptional,1,Yes,7,Yes,No
5964,Male,35,Mid-Career Adults,Spain,137102.65,76870.81,599,Fair,1,No,6,No,No
5965,Female,30,Early Career Adults,France,142475.87,107848.24,724,Good,1,Yes,9,Yes,No
5966,Female,43,Mid-Career Adults,France,0.0,103726.71,508,Poor,1,Yes,9,No,No
5967,Male,37,Mid-Career Adults,Spain,103195.2,178268.36,773,Very Good,2,Yes,2,No,No
5968,Male,28,Early Career Adults,France,112070.44,126281.83,526,Poor,1,No,1,Yes,No
5969,Female,29,Early Career Adults,France,0.0,196651.72,542,Poor,2,No,7,Yes,No
5970,Male,35,Mid-Career Adults,France,96473.59,5962.3,470,Poor,1,No,1,No,No
5971,Male,37,Mid-Career Adults,Spain,0.0,21928.81,805,Exceptional,2,Yes,5,No,No
5972,Male,49,Late Career Adults,Germany,108437.89,127022.87,548,Poor,1,No,9,No,Yes
5973,Male,37,Mid-Career Adults,France,153195.59,162763.01,672,Good,1,Yes,5,Yes,No
5974,Male,45,Late Career Adults,France,96877.21,113950.51,773,Very Good,1,Yes,8,Yes,No
5975,Male,44,Mid-Career Adults,France,0.0,104930.46,614,Fair,2,No,6,Yes,No
5976,Female,38,Mid-Career Adults,France,0.0,52337.97,537,Poor,1,No,10,No,Yes
5977,Female,40,Mid-Career Adults,France,95452.89,179964.55,704,Good,1,No,6,Yes,No
5978,Male,41,Mid-Career Adults,Spain,63873.56,83753.64,586,Fair,1,Yes,3,No,No
5979,Female,24,Young Adults,France,148298.59,182913.95,677,Good,2,No,0,No,No
5980,Female,31,Early Career Adults,Spain,0.0,166720.28,558,Poor,2,Yes,7,No,No
5981,Female,37,Mid-Career Adults,Germany,143258.85,192721.98,634,Fair,2,Yes,7,No,No
5982,Male,37,Mid-Career Adults,Germany,121342.24,180241.44,655,Fair,1,Yes,9,Yes,No
5983,Female,28,Early Career Adults,Germany,99152.73,48475.12,619,Fair,2,Yes,6,No,No
5984,Female,41,Mid-Career Adults,France,0.0,126551.48,662,Fair,2,Yes,4,No,No
5985,Male,33,Early Career Adults,Spain,68423.89,64872.55,705,Good,1,Yes,7,Yes,No
5986,Female,35,Mid-Career Adults,Spain,0.0,98031.53,527,Poor,1,Yes,8,No,Yes
5987,Female,25,Early Career Adults,Germany,79656.81,93524.22,630,Fair,1,Yes,7,No,No
5988,Male,35,Mid-Career Adults,France,0.0,56991.66,850,Exceptional,2,Yes,2,Yes,No
5989,Female,53,Late Career Adults,France,110240.04,183980.56,668,Fair,1,No,10,No,Yes
5990,Female,32,Early Career Adults,France,125321.84,130234.63,573,Poor,2,Yes,9,Yes,No
5991,Male,27,Early Career Adults,France,0.0,32454.26,680,Good,1,Yes,3,No,No
5992,Female,32,Early Career Adults,France,84378.9,75396.43,758,Very Good,1,Yes,2,Yes,No
5993,Male,45,Late Career Adults,France,0.0,167756.45,597,Fair,2,No,7,No,No
5994,Male,35,Mid-Career Adults,Germany,136281.41,24799.47,580,Fair,2,Yes,10,Yes,No
5995,Male,59,Near-Retirement Adults,France,119380.37,60429.43,622,Fair,1,Yes,5,Yes,No
5996,Male,62,Near-Retirement Adults,Germany,108716.59,74241.09,638,Fair,2,Yes,4,Yes,No
5997,Female,20,Young Adults,France,0.0,78310.82,640,Fair,2,No,4,Yes,No
5998,Male,28,Early Career Adults,Spain,0.0,119419.37,644,Fair,2,Yes,0,No,No
5999,Female,31,Early Career Adults,France,106596.29,91305.77,753,Very Good,1,No,6,No,No
6000,Female,37,Mid-Career Adults,France,99546.25,25136.95,629,Fair,3,No,10,Yes,Yes
6001,Female,30,Early Career Adults,France,0.0,193880.6,775,Very Good,1,Yes,5,No,Yes
6002,Female,41,Mid-Career Adults,France,0.0,47856.78,701,Good,1,Yes,2,No,No
6003,Male,19,Young Adults,Spain,112615.86,4491.77,708,Good,1,Yes,7,Yes,No
6004,Female,22,Young Adults,Spain,0.0,101311.95,521,Poor,1,Yes,10,Yes,No
6005,Female,24,Young Adults,France,0.0,38830.72,636,Fair,2,No,9,Yes,No
6006,Female,31,Early Career Adults,France,0.0,26817.23,529,Poor,2,Yes,5,No,No
6007,Male,28,Early Career Adults,France,75381.15,199727.72,757,Very Good,1,Yes,3,Yes,No
6008,Female,24,Young Adults,Spain,0.0,67445.85,767,Very Good,2,Yes,5,Yes,No
6009,Male,33,Early Career Adults,Spain,0.0,161002.29,525,Poor,2,Yes,5,No,No
6010,Male,38,Mid-Career Adults,Spain,0.0,20778.39,759,Very Good,2,Yes,1,No,No
6011,Female,45,Late Career Adults,Germany,123086.39,41042.4,520,Poor,1,Yes,1,Yes,Yes
6012,Female,26,Early Career Adults,France,0.0,67484.16,738,Good,2,Yes,3,No,No
6013,Male,37,Mid-Career Adults,Spain,0.0,121763.68,548,Poor,1,Yes,4,No,No
6014,Male,48,Late Career Adults,Spain,109472.47,157358.43,535,Poor,1,Yes,9,No,Yes
6015,Male,59,Near-Retirement Adults,Spain,155766.05,110275.17,615,Fair,1,Yes,4,Yes,No
6016,Male,38,Mid-Career Adults,Germany,101985.81,43801.27,850,Exceptional,2,No,7,No,No
6017,Female,34,Early Career Adults,France,96019.5,9085.0,487,Poor,1,No,2,No,No
6018,Male,30,Early Career Adults,France,0.0,143086.09,731,Good,2,No,7,Yes,No
6019,Female,35,Mid-Career Adults,Spain,0.0,100556.98,726,Good,2,No,9,Yes,No
6020,Female,35,Mid-Career Adults,France,147900.43,140000.29,609,Fair,1,Yes,2,No,No
6021,Male,52,Late Career Adults,France,100755.66,186775.25,714,Good,1,Yes,4,Yes,No
6022,Female,35,Mid-Career Adults,Spain,0.0,133570.43,694,Good,1,Yes,7,No,Yes
6023,Female,33,Early Career Adults,France,83036.05,154990.58,786,Very Good,1,No,0,Yes,Yes
6024,Male,27,Early Career Adults,Spain,125427.37,27654.44,698,Good,2,No,6,No,No
6025,Female,46,Late Career Adults,France,98202.76,137763.93,601,Fair,1,No,3,No,No
6026,Male,41,Mid-Career Adults,Spain,72509.91,25723.73,769,Very Good,1,Yes,1,No,No
6027,Male,44,Mid-Career Adults,Germany,140393.65,186285.52,850,Exceptional,2,No,3,Yes,No
6028,Female,50,Late Career Adults,Spain,142644.64,142208.5,646,Fair,2,Yes,5,Yes,Yes
6029,Female,44,Mid-Career Adults,France,23503.31,169862.01,659,Fair,1,No,9,Yes,Yes
6030,Male,33,Early Career Adults,Spain,145729.71,41365.85,487,Poor,1,Yes,8,No,No
6031,Female,40,Mid-Career Adults,Germany,122295.17,30812.84,740,Very Good,2,Yes,2,Yes,No
6032,Male,39,Mid-Career Adults,France,0.0,155023.93,686,Good,2,Yes,4,No,No
6033,Female,36,Mid-Career Adults,Spain,119799.27,159416.58,612,Fair,2,Yes,5,No,No
6034,Male,37,Mid-Career Adults,Spain,163708.58,76259.23,655,Fair,2,No,8,No,No
6035,Male,34,Early Career Adults,France,61687.33,105965.25,617,Fair,2,Yes,1,No,No
6036,Female,27,Early Career Adults,France,79144.34,50743.83,674,Good,1,No,4,Yes,No
6037,Male,32,Early Career Adults,Spain,0.0,147720.27,711,Good,2,Yes,5,Yes,No
6038,Female,27,Early Career Adults,Germany,104848.68,167387.36,624,Fair,1,Yes,7,Yes,No
6039,Male,26,Early Career Adults,Spain,0.0,95159.13,597,Fair,2,No,5,Yes,No
6040,Male,46,Late Career Adults,Spain,0.0,4654.28,682,Good,1,Yes,4,Yes,No
6041,Male,45,Late Career Adults,France,0.0,130376.68,775,Very Good,1,Yes,8,No,No
6042,Female,29,Early Career Adults,France,146652.01,173486.39,727,Good,1,Yes,1,Yes,No
6043,Male,31,Early Career Adults,France,0.0,93881.75,629,Fair,2,Yes,6,No,No
6044,Male,46,Late Career Adults,France,0.0,36376.97,684,Good,2,Yes,0,Yes,No
6045,Female,37,Mid-Career Adults,Germany,130622.34,128499.94,549,Poor,2,Yes,1,Yes,No
6046,Male,69,Retired Adults,Germany,187013.13,105898.69,593,Fair,2,No,2,Yes,No
6047,Male,40,Mid-Career Adults,Spain,0.0,11959.03,536,Poor,2,Yes,9,Yes,No
6048,Female,36,Mid-Career Adults,France,0.0,98810.78,707,Good,1,No,6,No,No
6049,Male,41,Mid-Career Adults,Spain,0.0,65906.07,592,Fair,2,Yes,0,No,No
6050,Male,44,Mid-Career Adults,France,98862.54,151516.7,703,Good,1,Yes,6,No,No
6051,Female,45,Late Career Adults,Spain,0.0,37214.39,723,Good,2,Yes,4,No,No
6052,Male,52,Late Career Adults,Germany,98443.14,92033.98,452,Poor,2,No,1,No,No
6053,Male,42,Mid-Career Adults,Spain,0.0,195692.3,552,Poor,2,No,4,No,No
6054,Female,47,Late Career Adults,France,0.0,6342.84,633,Fair,1,Yes,0,Yes,Yes
6055,Female,23,Young Adults,Germany,123575.51,95148.28,479,Poor,1,No,9,Yes,No
6056,Male,25,Early Career Adults,France,0.0,21215.67,768,Very Good,2,Yes,6,Yes,No
6057,Male,31,Early Career Adults,France,105239.1,19700.24,742,Very Good,1,Yes,4,Yes,No
6058,Male,56,Near-Retirement Adults,Germany,110993.79,134396.64,668,Fair,1,Yes,9,No,Yes
6059,Male,44,Mid-Career Adults,Spain,0.0,135077.01,707,Good,2,Yes,3,Yes,No
6060,Male,39,Mid-Career Adults,Spain,157691.98,133600.89,754,Very Good,2,Yes,7,No,Yes
6061,Male,47,Late Career Adults,Germany,105245.21,99922.08,544,Poor,1,No,5,No,Yes
6062,Male,32,Early Career Adults,Spain,0.0,41399.33,718,Good,2,Yes,8,Yes,No
6063,Male,31,Early Career Adults,France,117687.35,159344.43,762,Very Good,1,Yes,7,Yes,No
6064,Male,23,Young Adults,France,0.0,18364.19,772,Very Good,2,Yes,2,No,No
6065,Female,37,Mid-Career Adults,Germany,123067.63,98162.44,691,Good,1,Yes,7,Yes,Yes
6066,Male,45,Late Career Adults,France,0.0,84663.21,502,Poor,1,No,0,No,No
6067,Female,34,Early Career Adults,France,0.0,36536.93,563,Poor,2,No,6,No,No
6068,Female,41,Mid-Career Adults,France,101457.14,79101.67,676,Good,1,Yes,4,Yes,No
6069,Male,52,Late Career Adults,Spain,100549.43,16644.16,576,Poor,2,Yes,2,Yes,No
6070,Male,35,Mid-Career Adults,Spain,174588.8,158420.14,629,Fair,2,No,4,Yes,No
6071,Male,52,Late Career Adults,Spain,121161.57,48988.28,625,Fair,1,Yes,8,No,No
6072,Male,45,Late Career Adults,France,0.0,96862.56,628,Fair,2,Yes,9,Yes,No
6073,Female,36,Mid-Career Adults,Germany,90063.74,96366.7,471,Poor,2,Yes,5,Yes,No
6074,Female,45,Late Career Adults,France,0.0,146123.19,811,Exceptional,2,Yes,5,Yes,No
6075,Male,42,Mid-Career Adults,France,134936.97,135178.91,504,Poor,2,No,3,No,No
6076,Female,24,Young Adults,France,110495.27,158615.41,687,Good,1,Yes,3,No,No
6077,Female,37,Mid-Career Adults,Germany,133200.09,71433.88,660,Fair,1,No,2,No,No
6078,Female,41,Mid-Career Adults,France,82596.8,55672.09,548,Poor,1,No,4,Yes,No
6079,Male,31,Early Career Adults,Germany,103837.75,150218.11,609,Fair,1,Yes,9,Yes,No
6080,Female,42,Mid-Career Adults,Spain,0.0,162734.31,659,Fair,1,No,2,No,Yes
6081,Male,52,Late Career Adults,France,93590.47,21228.71,526,Poor,1,No,8,Yes,Yes
6082,Male,40,Mid-Career Adults,Germany,104149.66,62027.9,725,Good,1,Yes,8,No,No
6083,Male,38,Mid-Career Adults,Germany,114141.64,60988.21,519,Poor,1,Yes,1,Yes,Yes
6084,Female,31,Early Career Adults,Germany,117153.0,108675.01,562,Poor,1,Yes,9,Yes,No
6085,Male,45,Late Career Adults,Germany,156353.46,72643.95,482,Poor,1,Yes,7,No,Yes
6086,Male,37,Mid-Career Adults,Spain,175534.78,9241.52,535,Poor,2,Yes,3,Yes,No
6087,Female,27,Early Career Adults,France,135637.0,153080.4,561,Poor,1,Yes,9,No,Yes
6088,Female,30,Early Career Adults,France,0.0,72196.57,661,Fair,2,Yes,7,No,No
6089,Male,27,Early Career Adults,France,0.0,199527.34,771,Very Good,2,Yes,2,Yes,No
6090,Male,26,Early Career Adults,France,0.0,156598.23,545,Poor,2,No,7,Yes,No
6091,Female,33,Early Career Adults,Germany,83415.04,74917.64,850,Exceptional,1,No,2,Yes,No
6092,Male,43,Mid-Career Adults,Germany,141859.12,111249.62,601,Fair,2,Yes,3,Yes,No
6093,Male,38,Mid-Career Adults,Germany,132767.66,59115.77,712,Good,2,Yes,7,Yes,No
6094,Female,31,Early Career Adults,France,110635.32,148218.86,589,Fair,1,Yes,10,No,No
6095,Male,37,Mid-Career Adults,Spain,177657.35,77142.32,600,Fair,1,Yes,8,Yes,No
